sk_os,id_os,sk_tempo,sk_concessionaria,sk_veiculo,sk_servico,sk_cliente,vlr_mao_obra,vlr_pecas_sellout,vlr_pecas_sellin,vlr_total_os,margem_bruta_pecas,tempo_atendimento_h,csat,retornou_30d,status_os
14719,OS014719,168,3,41,11,1213,272.08,307.52,177.66,579.6,129.86,3,5,False,Concluída
14720,OS014720,453,17,23,9,1682,914.03,775.83,488.56,1689.86,287.27,1,4,False,Concluída
14721,OS014721,692,12,18,6,3957,1222.48,860.31,483.33,2082.79,376.98,5,1,False,Concluída
14722,OS014722,62,5,28,12,707,273.72,117.1,76.18,390.82,40.92,5,3,False,Concluída
14723,OS014723,78,14,12,10,3806,251.37,137.15,83.76,388.52,53.39,5,5,True,Concluída
14724,OS014724,626,19,49,7,2381,0.0,0.0,0.0,0.0,0.0,7,5,True,Concluída
14725,OS014725,78,22,81,3,3905,165.85,159.48,95.45,325.33,64.03,7,4,False,Concluída
14726,OS014726,34,17,16,4,3875,598.03,577.93,366.16,1175.96,211.77,5,5,False,Concluída
14727,OS014727,264,4,27,4,1191,616.53,621.14,437.45,1237.67,183.69,3,3,False,Concluída
14728,OS014728,341,1,53,11,154,310.76,292.1,164.05,602.86,128.05,8,5,False,Concluída
14729,OS014729,419,17,36,1,2065,361.12,408.63,246.19,769.75,162.44,7,4,True,Concluída
14730,OS014730,373,10,7,11,818,178.42,101.45,60.66,279.87,40.79,5,3,False,Concluída
14731,OS014731,672,8,34,9,2208,3087.08,2409.23,1561.3,5496.31,847.93,2,4,False,Concluída
14732,OS014732,568,11,65,9,3862,2867.78,2706.61,1580.64,5574.39,1125.97,3,5,False,Concluída
14733,OS014733,719,20,4,7,2160,0.0,0.0,0.0,0.0,0.0,3,5,False,Concluída
14734,OS014734,348,10,26,2,3367,243.79,116.88,64.78,360.67,52.1,2,4,False,Concluída
14735,OS014735,63,19,20,12,1113,552.21,647.47,429.15,1199.68,218.32,5,4,False,Concluída
14736,OS014736,699,6,51,3,1264,139.75,148.23,81.78,287.98,66.45,1,5,False,Concluída
14737,OS014737,4,11,77,7,2976,0.0,0.0,0.0,0.0,0.0,5,5,False,Concluída
14738,OS014738,574,16,10,1,1240,401.88,197.57,133.74,599.45,63.83,5,4,False,Concluída
14739,OS014739,28,10,8,3,2936,94.3,74.65,46.34,168.95,28.31,5,5,False,Cancelada
14740,OS014740,562,25,18,4,827,566.19,484.16,276.84,1050.35,207.32,3,4,False,Concluída
14741,OS014741,688,22,17,11,648,212.91,160.98,110.82,373.89,50.16,2,5,False,Concluída
14742,OS014742,291,1,69,5,1580,736.93,815.68,455.5,1552.61,360.18,1,4,False,Concluída
14743,OS014743,180,8,30,7,757,0.0,0.0,0.0,0.0,0.0,6,5,False,Concluída
14744,OS014744,167,17,39,11,2078,314.49,192.12,114.36,506.61,77.76,5,5,False,Cancelada
14745,OS014745,360,19,61,9,3405,3274.78,3658.32,2456.16,6933.1,1202.16,6,4,False,Concluída
14746,OS014746,123,9,24,2,3991,175.76,127.71,78.81,303.47,48.9,8,5,False,Concluída
14747,OS014747,490,20,81,6,1403,1014.65,812.21,562.79,1826.86,249.42,3,5,False,Concluída
14748,OS014748,278,8,35,2,3317,215.17,93.76,54.87,308.93,38.89,6,4,False,Concluída
14749,OS014749,246,9,79,10,2809,386.8,307.61,202.48,694.41,105.13,8,4,False,Concluída
14750,OS014750,337,16,61,12,3557,466.86,409.95,247.46,876.81,162.49,7,3,False,Concluída
14751,OS014751,402,14,75,2,3149,179.88,132.19,81.21,312.07,50.98,7,4,False,Concluída
14752,OS014752,100,24,72,10,2078,299.21,214.66,134.16,513.87,80.5,5,5,False,Concluída
14753,OS014753,517,6,15,11,1606,342.84,333.08,195.64,675.92,137.44,2,5,True,Concluída
14754,OS014754,653,9,36,5,3422,714.4,619.65,444.63,1334.05,175.02,5,3,False,Concluída
14755,OS014755,211,11,55,5,2658,1127.63,642.75,386.48,1770.38,256.27,3,1,False,Concluída
14756,OS014756,130,22,37,11,1775,182.28,134.63,90.11,316.91,44.52,6,3,False,Concluída
14757,OS014757,561,15,62,1,913,409.88,208.48,138.75,618.36,69.73,5,5,False,Concluída
14758,OS014758,133,15,64,8,472,1098.54,556.48,335.03,1655.02,221.45,2,5,False,Concluída
14759,OS014759,36,5,39,8,1481,217.16,136.21,86.81,353.37,49.4,6,1,False,Concluída
14760,OS014760,449,8,75,12,2230,580.52,252.13,140.93,832.65,111.2,2,4,False,Concluída
14761,OS014761,179,20,12,1,2451,579.32,675.08,393.32,1254.4,281.76,6,5,False,Concluída
14762,OS014762,123,3,72,6,2591,1003.98,636.79,413.16,1640.77,223.63,6,5,False,Concluída
14763,OS014763,718,20,8,9,3947,2624.25,1229.42,865.68,3853.67,363.74,8,4,False,Concluída
14764,OS014764,222,25,41,5,153,730.19,411.54,258.34,1141.73,153.2,1,2,False,Concluída
14765,OS014765,666,4,69,7,3425,0.0,0.0,0.0,0.0,0.0,4,4,True,Concluída
14766,OS014766,128,7,74,6,3366,2867.14,1356.13,871.04,4223.27,485.09,8,4,True,Concluída
14767,OS014767,609,17,3,1,1787,457.38,537.35,349.47,994.73,187.88,1,5,False,Concluída
14768,OS014768,368,12,43,3,2487,145.79,170.04,122.4,315.83,47.64,5,5,False,Em Aberto
14769,OS014769,60,6,37,7,2866,0.0,0.0,0.0,0.0,0.0,4,5,False,Concluída
14770,OS014770,539,24,57,8,1829,1383.98,1635.44,909.88,3019.42,725.56,5,4,False,Concluída
14771,OS014771,659,23,25,7,3321,0.0,0.0,0.0,0.0,0.0,1,1,True,Concluída
14772,OS014772,116,21,4,1,2926,549.58,466.46,303.0,1016.04,163.46,1,5,False,Concluída
14773,OS014773,532,4,58,12,2211,580.07,691.7,392.15,1271.77,299.55,2,5,False,Concluída
14774,OS014774,327,18,37,12,96,375.96,424.21,259.05,800.17,165.16,6,3,False,Concluída
14775,OS014775,556,16,8,3,1152,137.05,73.77,43.93,210.82,29.84,8,5,False,Concluída
14776,OS014776,522,1,9,2,956,134.46,95.89,58.0,230.35,37.89,4,5,False,Cancelada
14777,OS014777,24,17,79,4,3542,451.63,197.3,126.82,648.93,70.48,2,4,False,Concluída
14778,OS014778,129,5,1,3,3011,144.59,146.57,85.71,291.16,60.86,1,2,False,Concluída
14779,OS014779,344,25,13,9,2635,2879.97,1500.24,915.71,4380.21,584.53,4,1,True,Concluída
14780,OS014780,685,23,68,6,1240,1871.66,2060.94,1227.24,3932.6,833.7,2,5,False,Concluída
14781,OS014781,260,18,16,6,2402,2068.31,1085.55,610.08,3153.86,475.47,7,3,False,Concluída
14782,OS014782,455,6,44,6,2718,1712.41,1111.76,773.85,2824.17,337.91,2,5,False,Concluída
14783,OS014783,11,23,65,9,3215,3573.99,1714.09,1219.06,5288.08,495.03,5,3,False,Concluída
14784,OS014784,520,13,14,9,1611,3651.53,2653.7,1684.49,6305.23,969.21,3,5,False,Em Aberto
14785,OS014785,440,8,26,9,1876,1889.92,934.7,551.35,2824.62,383.35,1,5,False,Concluída
14786,OS014786,524,25,32,4,2264,369.2,258.41,166.07,627.61,92.34,5,5,False,Concluída
14787,OS014787,667,19,2,6,2634,1745.26,1905.58,1165.51,3650.84,740.07,7,5,False,Concluída
14788,OS014788,103,16,16,9,2471,3751.59,2171.89,1267.95,5923.48,903.94,2,5,True,Concluída
14789,OS014789,197,18,49,6,2555,1209.91,680.36,473.88,1890.27,206.48,2,4,False,Cancelada
14790,OS014790,728,7,75,8,1379,1461.33,1633.82,949.89,3095.15,683.93,4,4,False,Concluída
14791,OS014791,111,24,23,8,2858,531.69,496.12,304.88,1027.81,191.24,7,4,False,Concluída
14792,OS014792,528,9,60,5,3679,502.51,444.08,316.72,946.59,127.36,7,5,False,Concluída
14793,OS014793,532,21,66,3,2587,177.29,82.02,48.28,259.31,33.74,5,5,False,Concluída
14794,OS014794,498,25,20,6,3973,3376.77,2047.32,1391.61,5424.09,655.71,1,5,False,Concluída
14795,OS014795,168,1,74,5,354,461.5,534.26,331.91,995.76,202.35,2,5,False,Concluída
14796,OS014796,158,9,18,3,1406,149.56,60.94,40.96,210.5,19.98,5,5,False,Concluída
14797,OS014797,484,10,59,6,75,2409.11,1505.95,1067.39,3915.06,438.56,6,3,True,Concluída
14798,OS014798,135,21,31,4,1437,387.95,217.28,153.03,605.23,64.25,1,5,False,Cancelada
14799,OS014799,481,18,4,6,2494,2094.74,1702.14,1202.8,3796.88,499.34,4,4,False,Concluída
14800,OS014800,360,22,27,7,3931,0.0,0.0,0.0,0.0,0.0,4,2,False,Concluída
14801,OS014801,290,1,18,1,3896,635.65,716.25,427.46,1351.9,288.79,8,5,False,Cancelada
14802,OS014802,228,13,63,6,3243,1745.39,1398.29,929.19,3143.68,469.1,8,5,False,Concluída
14803,OS014803,694,14,71,8,720,1062.15,753.3,482.87,1815.45,270.43,6,5,False,Concluída
14804,OS014804,373,23,19,10,3919,391.72,238.45,161.06,630.17,77.39,7,3,False,Concluída
14805,OS014805,414,7,39,3,1933,135.86,159.83,112.57,295.69,47.26,7,5,False,Em Aberto
14806,OS014806,695,8,66,2,3809,131.47,73.49,52.89,204.96,20.6,6,2,False,Concluída
14807,OS014807,475,1,78,7,901,0.0,0.0,0.0,0.0,0.0,1,5,False,Concluída
14808,OS014808,700,2,46,10,2398,384.5,155.19,106.78,539.69,48.41,1,3,False,Concluída
14809,OS014809,76,11,38,4,3442,580.98,509.58,321.96,1090.56,187.62,3,5,False,Concluída
14810,OS014810,628,1,67,7,946,0.0,0.0,0.0,0.0,0.0,6,3,False,Concluída
14811,OS014811,255,24,29,9,3889,1913.65,1982.62,1220.79,3896.27,761.83,7,5,False,Concluída
14812,OS014812,602,12,57,8,346,774.57,370.44,261.84,1145.01,108.6,7,5,False,Concluída
14813,OS014813,635,8,48,2,3273,217.32,206.86,127.72,424.18,79.14,4,4,False,Concluída
14814,OS014814,205,3,52,10,1093,308.96,237.01,142.75,545.97,94.26,1,5,False,Concluída
14815,OS014815,304,10,48,6,611,1118.43,518.46,292.51,1636.89,225.95,4,3,False,Concluída
14816,OS014816,532,15,61,3,615,164.77,113.18,78.12,277.95,35.06,4,5,False,Concluída
14817,OS014817,72,12,67,2,3255,236.42,137.57,81.73,373.99,55.84,8,3,False,Concluída
14818,OS014818,557,2,48,10,315,397.13,321.43,217.51,718.56,103.92,3,5,False,Concluída
14819,OS014819,79,25,82,3,1768,171.08,141.32,90.01,312.4,51.31,6,3,False,Concluída
14820,OS014820,673,5,8,11,3457,326.86,226.96,148.94,553.82,78.02,7,3,False,Concluída
14821,OS014821,209,9,74,7,3943,0.0,0.0,0.0,0.0,0.0,8,5,False,Concluída
14822,OS014822,423,18,67,12,707,348.56,267.78,188.9,616.34,78.88,7,4,False,Concluída
14823,OS014823,83,6,14,12,3977,348.2,161.19,95.22,509.39,65.97,8,4,False,Concluída
14824,OS014824,204,11,47,6,1306,2210.8,2536.62,1661.59,4747.42,875.03,3,5,False,Concluída
14825,OS014825,301,14,24,9,1346,1511.67,1506.92,1066.96,3018.59,439.96,4,5,False,Concluída
14826,OS014826,356,1,62,3,2140,169.03,172.36,106.69,341.39,65.67,5,4,False,Em Aberto
14827,OS014827,1,23,58,3,148,101.53,88.69,57.68,190.22,31.01,4,4,False,Concluída
14828,OS014828,657,4,34,8,1370,1066.34,1122.96,769.89,2189.3,353.07,7,4,False,Concluída
14829,OS014829,7,7,31,3,3854,82.65,79.34,55.4,161.99,23.94,4,5,False,Concluída
14830,OS014830,572,9,48,4,1922,517.12,267.92,175.6,785.04,92.32,3,5,False,Concluída
14831,OS014831,344,17,45,10,3450,317.05,246.1,164.57,563.15,81.53,8,5,False,Concluída
14832,OS014832,387,17,29,10,2420,255.72,263.97,181.29,519.69,82.68,7,1,True,Concluída
14833,OS014833,152,11,29,8,3093,1131.61,1095.18,605.12,2226.79,490.06,4,3,False,Concluída
14834,OS014834,442,23,63,3,1979,146.38,134.56,93.2,280.94,41.36,7,5,False,Concluída
14835,OS014835,399,12,48,7,3603,0.0,0.0,0.0,0.0,0.0,6,4,False,Concluída
14836,OS014836,117,15,12,5,1016,866.0,675.35,466.31,1541.35,209.04,5,4,False,Concluída
14837,OS014837,177,2,78,12,1551,574.15,282.0,185.36,856.15,96.64,7,5,False,Concluída
14838,OS014838,52,8,27,9,1312,1602.45,1885.83,1128.45,3488.28,757.38,3,3,False,Concluída
14839,OS014839,52,20,47,1,2212,488.18,244.06,164.65,732.24,79.41,6,5,False,Concluída
14840,OS014840,13,23,66,11,462,270.86,314.56,179.51,585.42,135.05,5,5,False,Concluída
14841,OS014841,162,2,37,12,1827,288.73,282.63,174.63,571.36,108.0,5,3,False,Cancelada
14842,OS014842,495,24,45,4,1161,571.7,443.97,287.84,1015.67,156.13,2,5,False,Concluída
14843,OS014843,241,6,57,11,2548,258.48,309.64,215.72,568.12,93.92,1,5,False,Concluída
14844,OS014844,260,1,18,3,3938,153.39,75.62,44.88,229.01,30.74,1,4,False,Concluída
14845,OS014845,92,25,13,9,3557,2492.41,2926.94,1653.62,5419.35,1273.32,7,3,False,Concluída
14846,OS014846,423,18,73,7,479,0.0,0.0,0.0,0.0,0.0,6,2,False,Concluída
14847,OS014847,260,4,29,5,665,809.6,677.49,451.25,1487.09,226.24,5,5,False,Concluída
14848,OS014848,492,25,56,10,3497,337.52,382.11,221.24,719.63,160.87,8,4,True,Concluída
14849,OS014849,545,8,74,1,812,641.87,584.94,372.14,1226.81,212.8,1,4,False,Concluída
14850,OS014850,429,8,20,8,3786,544.02,359.48,254.86,903.5,104.62,3,3,False,Concluída
14851,OS014851,209,14,29,12,1506,574.19,627.95,410.26,1202.14,217.69,6,3,False,Concluída
14852,OS014852,374,20,6,1,1073,384.77,187.52,129.5,572.29,58.02,8,5,False,Concluída
14853,OS014853,189,14,26,1,2231,620.79,621.68,409.4,1242.47,212.28,5,4,False,Concluída
14854,OS014854,666,1,61,11,1167,312.16,357.04,254.51,669.2,102.53,4,5,False,Concluída
14855,OS014855,566,20,43,3,2927,119.15,59.49,37.81,178.64,21.68,8,5,False,Concluída
14856,OS014856,361,3,47,11,3778,154.72,118.67,79.57,273.39,39.1,4,5,False,Concluída
14857,OS014857,706,15,26,11,1766,322.68,326.21,215.79,648.89,110.42,3,5,False,Concluída
14858,OS014858,405,19,81,11,2750,222.55,156.1,99.38,378.65,56.72,2,5,False,Concluída
14859,OS014859,250,1,1,1,1050,569.82,290.52,205.61,860.34,84.91,4,5,False,Concluída
14860,OS014860,70,25,73,3,938,177.85,211.14,134.59,388.99,76.55,4,4,False,Concluída
14861,OS014861,403,3,26,5,1315,1178.66,1345.78,884.23,2524.44,461.55,8,5,False,Concluída
14862,OS014862,638,20,64,2,941,248.25,222.26,134.75,470.51,87.51,7,4,False,Concluída
14863,OS014863,642,1,62,5,2080,907.19,872.46,535.37,1779.65,337.09,5,4,False,Concluída
14864,OS014864,441,19,6,10,3774,206.26,142.27,91.95,348.53,50.32,3,5,False,Concluída
14865,OS014865,294,17,62,6,3520,1429.01,1446.61,942.05,2875.62,504.56,6,5,False,Concluída
14866,OS014866,472,13,66,5,2868,1020.39,700.46,486.36,1720.85,214.1,3,4,False,Concluída
14867,OS014867,563,20,42,8,608,994.81,782.0,434.52,1776.81,347.48,6,5,False,Concluída
14868,OS014868,306,16,27,6,628,2502.88,2589.43,1548.97,5092.31,1040.46,6,5,False,Em Aberto
14869,OS014869,348,12,65,4,3955,665.3,714.29,409.38,1379.59,304.91,1,5,False,Concluída
14870,OS014870,496,7,30,2,939,161.78,159.02,101.03,320.8,57.99,8,3,False,Concluída
14871,OS014871,649,24,82,8,92,1413.38,1515.29,1057.09,2928.67,458.2,2,4,False,Cancelada
14872,OS014872,586,24,65,9,2871,1231.77,989.33,659.99,2221.1,329.34,7,2,False,Concluída
14873,OS014873,20,17,47,11,122,239.59,143.46,87.83,383.05,55.63,4,4,False,Concluída
14874,OS014874,87,11,32,8,475,792.73,852.24,530.81,1644.97,321.43,4,2,False,Concluída
14875,OS014875,633,22,34,10,1871,229.22,101.07,66.35,330.29,34.72,8,5,False,Concluída
14876,OS014876,619,8,47,9,1851,890.73,1051.12,709.41,1941.85,341.71,6,4,False,Concluída
14877,OS014877,291,10,14,1,3510,612.59,478.8,298.35,1091.39,180.45,3,5,False,Concluída
14878,OS014878,429,16,5,5,1752,876.33,612.86,423.59,1489.19,189.27,7,2,False,Concluída
14879,OS014879,668,10,36,3,597,165.37,82.85,57.9,248.22,24.95,7,4,False,Concluída
14880,OS014880,671,24,9,4,3969,554.12,593.04,353.39,1147.16,239.65,7,5,False,Concluída
14881,OS014881,580,25,35,5,1365,564.11,353.21,223.77,917.32,129.44,4,2,False,Concluída
14882,OS014882,153,8,25,10,2775,328.59,187.32,115.55,515.91,71.77,7,5,True,Cancelada
14883,OS014883,536,5,75,11,406,283.57,125.66,77.36,409.23,48.3,8,4,False,Cancelada
14884,OS014884,73,17,46,1,2226,598.34,565.23,342.93,1163.57,222.3,5,2,True,Em Aberto
14885,OS014885,660,13,13,2,2975,238.02,98.99,58.25,337.01,40.74,2,5,False,Concluída
14886,OS014886,105,25,61,11,2682,256.29,215.63,130.77,471.92,84.86,6,4,False,Concluída
14887,OS014887,481,10,30,11,946,186.5,150.22,98.93,336.72,51.29,7,4,False,Concluída
14888,OS014888,444,10,32,8,1949,1153.97,873.43,549.01,2027.4,324.42,7,5,False,Concluída
14889,OS014889,575,21,30,10,3751,211.59,126.26,75.76,337.85,50.5,1,4,False,Concluída
14890,OS014890,408,23,82,6,3183,2858.9,3123.35,2218.18,5982.25,905.17,3,5,False,Concluída
14891,OS014891,48,12,56,9,3073,3334.39,2536.72,1757.61,5871.11,779.11,6,5,False,Concluída
14892,OS014892,516,12,67,12,2625,281.06,131.85,85.7,412.91,46.15,8,4,False,Concluída
14893,OS014893,287,7,71,2,306,153.54,63.27,45.17,216.81,18.1,1,5,False,Concluída
14894,OS014894,244,11,55,6,1810,2430.33,1068.82,636.43,3499.15,432.39,5,3,False,Concluída
14895,OS014895,725,20,8,12,305,267.62,313.71,197.75,581.33,115.96,2,4,False,Concluída
14896,OS014896,432,24,43,9,3915,2776.46,2622.21,1544.18,5398.67,1078.03,5,4,False,Concluída
14897,OS014897,520,25,48,1,2287,640.44,310.68,188.03,951.12,122.65,6,4,False,Concluída
14898,OS014898,390,12,58,10,3564,325.19,177.52,124.19,502.71,53.33,1,5,False,Concluída
14899,OS014899,569,4,32,10,1653,358.22,414.85,267.67,773.07,147.18,3,3,False,Concluída
14900,OS014900,554,18,78,12,37,268.84,185.37,103.97,454.21,81.4,4,2,False,Concluída
14901,OS014901,477,10,69,8,198,1402.0,1563.28,1118.75,2965.28,444.53,4,5,False,Concluída
14902,OS014902,730,20,7,4,628,537.81,297.12,167.18,834.93,129.94,7,5,False,Concluída
14903,OS014903,336,2,74,5,2636,910.11,599.42,399.72,1509.53,199.7,2,5,False,Concluída
14904,OS014904,516,1,20,5,3107,681.89,342.26,239.73,1024.15,102.53,4,5,False,Concluída
14905,OS014905,592,14,62,4,745,405.16,418.82,234.25,823.98,184.57,7,5,True,Concluída
14906,OS014906,283,17,21,3,361,82.92,86.08,54.37,169.0,31.71,2,4,False,Concluída
14907,OS014907,334,4,29,12,3016,566.46,615.9,389.86,1182.36,226.04,7,3,False,Concluída
14908,OS014908,708,25,70,3,2987,118.31,91.58,60.6,209.89,30.98,1,5,False,Concluída
14909,OS014909,29,9,38,5,3777,707.23,288.53,161.29,995.76,127.24,6,4,False,Concluída
14910,OS014910,255,7,42,11,1707,293.38,131.41,81.65,424.79,49.76,1,4,False,Concluída
14911,OS014911,356,21,3,1,2882,456.44,214.75,126.48,671.19,88.27,5,5,False,Concluída
14912,OS014912,2,22,37,4,931,308.8,295.89,167.63,604.69,128.26,5,3,False,Concluída
14913,OS014913,663,17,17,9,3618,3065.49,1326.02,869.14,4391.51,456.88,5,5,False,Concluída
14914,OS014914,217,3,33,2,2474,146.28,118.91,76.82,265.19,42.09,4,5,False,Concluída
14915,OS014915,194,1,10,1,464,446.38,214.71,125.03,661.09,89.68,3,5,False,Concluída
14916,OS014916,610,10,37,9,2154,3538.3,2641.69,1610.52,6179.99,1031.17,6,5,False,Concluída
14917,OS014917,211,5,33,10,2056,231.26,146.21,98.05,377.47,48.16,2,4,False,Concluída
14918,OS014918,477,4,28,7,390,0.0,0.0,0.0,0.0,0.0,5,4,False,Concluída
14919,OS014919,610,19,42,12,2984,557.47,590.31,335.11,1147.78,255.2,7,5,False,Concluída
14920,OS014920,588,6,58,5,1348,985.61,840.78,587.22,1826.39,253.56,7,5,False,Concluída
14921,OS014921,579,6,48,12,1943,379.47,362.97,219.87,742.44,143.1,3,4,False,Concluída
14922,OS014922,66,9,51,8,447,813.24,674.53,468.41,1487.77,206.12,7,5,False,Concluída
14923,OS014923,61,20,10,8,1788,1224.22,1024.6,634.58,2248.82,390.02,7,1,False,Concluída
14924,OS014924,234,9,8,5,2574,1175.42,1404.14,836.34,2579.56,567.8,7,4,False,Concluída
14925,OS014925,32,15,16,2,3673,186.39,200.98,125.54,387.37,75.44,4,2,True,Concluída
14926,OS014926,367,20,62,3,1466,167.82,150.3,95.23,318.12,55.07,7,5,True,Concluída
14927,OS014927,295,8,49,2,932,162.95,78.7,56.21,241.65,22.49,4,4,False,Concluída
14928,OS014928,411,24,15,12,1186,458.03,275.88,163.78,733.91,112.1,5,5,False,Concluída
14929,OS014929,227,2,16,11,486,273.36,110.43,72.98,383.79,37.45,5,5,False,Concluída
14930,OS014930,355,10,81,6,844,1687.98,1833.24,1164.8,3521.22,668.44,5,5,False,Concluída
14931,OS014931,254,14,27,2,1140,197.49,192.67,130.05,390.16,62.62,3,3,False,Concluída
14932,OS014932,142,24,47,12,3349,533.18,313.02,197.72,846.2,115.3,8,4,False,Concluída
14933,OS014933,471,2,26,3,429,91.45,109.46,65.96,200.91,43.5,7,5,False,Concluída
14934,OS014934,490,24,72,4,2362,629.67,715.64,397.45,1345.31,318.19,3,4,False,Concluída
14935,OS014935,616,22,41,2,2300,192.3,78.93,44.42,271.23,34.51,2,5,False,Concluída
14936,OS014936,648,13,11,1,2191,502.3,379.57,262.65,881.87,116.92,2,5,False,Concluída
14937,OS014937,515,19,9,7,2605,0.0,0.0,0.0,0.0,0.0,2,5,False,Concluída
14938,OS014938,501,7,54,1,1553,558.52,561.07,353.68,1119.59,207.39,1,2,False,Concluída
14939,OS014939,46,12,11,10,2098,222.51,96.83,60.81,319.34,36.02,5,5,False,Concluída
14940,OS014940,78,6,7,7,3160,0.0,0.0,0.0,0.0,0.0,5,4,False,Concluída
14941,OS014941,603,3,28,5,1975,652.74,719.12,490.22,1371.86,228.9,3,4,False,Concluída
14942,OS014942,173,5,62,12,1500,372.19,288.8,163.23,660.99,125.57,2,5,False,Concluída
14943,OS014943,269,4,55,2,3487,193.17,198.66,111.82,391.83,86.84,2,4,False,Concluída
14944,OS014944,102,14,36,9,3308,625.75,386.73,260.46,1012.48,126.27,3,5,False,Concluída
14945,OS014945,142,6,73,12,543,390.7,437.08,279.43,827.78,157.65,3,5,False,Concluída
14946,OS014946,574,17,63,6,3413,991.31,667.3,377.06,1658.61,290.24,7,5,False,Em Aberto
14947,OS014947,197,17,51,7,3937,0.0,0.0,0.0,0.0,0.0,1,4,True,Concluída
14948,OS014948,329,24,77,9,3594,3490.02,1415.22,1018.92,4905.24,396.3,8,5,False,Concluída
14949,OS014949,107,13,48,8,2370,1034.8,660.93,451.96,1695.73,208.97,5,5,False,Concluída
14950,OS014950,494,24,68,8,2357,511.95,571.97,330.68,1083.92,241.29,3,3,False,Concluída
14951,OS014951,534,12,10,3,1803,130.71,86.37,61.47,217.08,24.9,4,5,False,Concluída
14952,OS014952,274,25,26,8,3256,301.64,302.94,195.65,604.58,107.29,6,2,False,Concluída
14953,OS014953,581,24,67,4,1615,414.94,351.39,236.41,766.33,114.98,8,5,False,Concluída
14954,OS014954,179,2,53,7,881,0.0,0.0,0.0,0.0,0.0,2,5,False,Concluída
14955,OS014955,505,14,43,6,2649,2395.34,2837.84,1909.25,5233.18,928.59,4,5,False,Concluída
14956,OS014956,536,5,17,1,1186,484.26,376.41,222.84,860.67,153.57,2,4,False,Concluída
14957,OS014957,708,8,27,4,3799,303.74,162.81,112.61,466.55,50.2,4,5,False,Concluída
14958,OS014958,172,15,22,9,3755,3260.67,3870.43,2338.24,7131.1,1532.19,4,5,False,Concluída
14959,OS014959,69,9,36,9,3012,1308.64,1506.88,909.14,2815.52,597.74,6,4,False,Concluída
14960,OS014960,198,16,72,7,2179,0.0,0.0,0.0,0.0,0.0,5,2,False,Concluída
14961,OS014961,86,13,33,3,3854,83.93,34.92,20.78,118.85,14.14,7,5,False,Concluída
14962,OS014962,122,22,53,3,285,167.1,130.07,76.56,297.17,53.51,8,2,False,Concluída
14963,OS014963,254,15,11,8,3828,1204.36,1264.61,896.82,2468.97,367.79,2,5,False,Concluída
14964,OS014964,307,4,29,9,1146,953.94,1120.61,643.85,2074.55,476.76,1,5,False,Concluída
14965,OS014965,666,25,38,3,2005,123.92,134.35,91.33,258.27,43.02,1,4,False,Concluída
14966,OS014966,142,16,58,11,1041,214.83,254.28,164.84,469.11,89.44,6,5,False,Concluída
14967,OS014967,710,12,15,8,326,1359.63,1126.21,740.72,2485.84,385.49,8,4,False,Concluída
14968,OS014968,602,20,54,6,2221,3484.09,1519.28,872.82,5003.37,646.46,4,4,True,Em Aberto
14969,OS014969,652,22,62,5,1333,953.83,1075.11,665.57,2028.94,409.54,7,3,False,Concluída
14970,OS014970,682,12,57,11,2482,245.7,147.34,102.08,393.04,45.26,5,5,False,Concluída
14971,OS014971,555,15,79,7,3760,0.0,0.0,0.0,0.0,0.0,8,5,False,Concluída
14972,OS014972,585,5,71,2,3397,222.02,120.07,78.98,342.09,41.09,4,5,False,Concluída
14973,OS014973,322,1,58,1,65,635.86,659.08,456.51,1294.94,202.57,4,5,False,Concluída
14974,OS014974,375,20,49,2,74,191.48,131.86,75.14,323.34,56.72,3,5,False,Concluída
14975,OS014975,684,3,53,2,3973,135.06,146.12,98.75,281.18,47.37,7,5,False,Concluída
14976,OS014976,284,8,29,4,1820,371.95,263.17,184.87,635.12,78.3,3,4,False,Concluída
14977,OS014977,36,7,33,2,2784,182.09,111.46,71.22,293.55,40.24,1,5,False,Em Aberto
14978,OS014978,563,13,46,4,3655,561.49,343.88,212.34,905.37,131.54,6,5,False,Concluída
14979,OS014979,422,10,54,4,1322,595.32,376.83,232.5,972.15,144.33,1,1,False,Concluída
14980,OS014980,605,17,80,1,1852,539.15,487.38,347.2,1026.53,140.18,7,5,False,Em Aberto
14981,OS014981,58,11,7,9,1282,3991.03,3279.34,1988.62,7270.37,1290.72,4,5,False,Concluída
14982,OS014982,451,8,29,3,278,178.4,81.4,45.84,259.8,35.56,4,4,False,Concluída
14983,OS014983,185,23,9,4,1526,375.45,159.66,95.36,535.11,64.3,3,4,False,Concluída
14984,OS014984,666,15,49,3,481,89.5,79.12,56.91,168.62,22.21,5,5,False,Concluída
14985,OS014985,78,12,71,1,2919,637.26,526.12,320.34,1163.38,205.78,5,5,False,Concluída
14986,OS014986,626,18,78,10,2655,374.0,373.42,223.36,747.42,150.06,7,2,False,Concluída
14987,OS014987,66,10,51,7,1634,0.0,0.0,0.0,0.0,0.0,5,4,True,Concluída
14988,OS014988,23,12,8,11,2570,287.0,288.79,190.7,575.79,98.09,2,5,False,Concluída
14989,OS014989,175,4,55,8,924,726.14,415.78,258.7,1141.92,157.08,7,2,False,Concluída
14990,OS014990,253,15,65,1,1880,580.4,365.81,207.12,946.21,158.69,1,5,False,Concluída
14991,OS014991,454,18,84,12,2510,268.6,154.88,96.79,423.48,58.09,1,5,False,Concluída
