"sk_cliente","id_cliente","segmento_cliente","canal_aquisicao","uf_cliente","qtd_visitas","primeira_visita","ultima_visita","valor_lifetime","classificacao_retencao"
1033,"CLI01033","PF - Varejo","Digital","SP","6","2023-02-20","2024-09-17","16413.17","Fiel"
425,"CLI00425","PF - Varejo","Digital","SP","6","2024-04-29","2024-12-20","11197.41","Fiel"
653,"CLI00653","PF - Varejo","Showroom","RS","6","2023-03-14","2024-11-08","4143.91","Fiel"
2964,"CLI02964","PF - Varejo","Recall","DF","6","2023-01-25","2024-12-31","11029.84","Fiel"
3265,"CLI03265","PF - Varejo","Digital","BA","6","2023-03-18","2024-10-27","14727.65","Fiel"
433,"CLI00433","PF - Varejo","CRM Ativo","GO","6","2023-02-07","2024-08-22","7150.24","Fiel"
364,"CLI00364","PJ - Frota Pequena","Showroom","MG","6","2023-02-27","2024-12-24","5367.43","Fiel"
998,"CLI00998","PF - Varejo","Recall","SP","6","2023-03-28","2024-08-13","4475.16","Fiel"
3829,"CLI03829","PF - Varejo","Digital","SP","6","2023-03-20","2023-12-25","11696.64","Fiel"
3546,"CLI03546","PF - Premium","Digital","DF","6","2023-06-29","2024-08-15","5222.21","Fiel"
311,"CLI00311","PF - Varejo","Digital","MG","6","2023-04-11","2024-07-04","4093.30","Fiel"
103,"CLI00103","PF - Varejo","Indicação","BA","6","2023-02-07","2024-10-27","9904.88","Fiel"
1252,"CLI01252","PF - Varejo","Digital","MG","6","2023-03-27","2024-10-17","5228.36","Fiel"
3448,"CLI03448","PF - Varejo","Recall","SP","6","2023-01-03","2024-08-17","8138.21","Fiel"
291,"CLI00291","PJ - Frota Grande","Showroom","SP","6","2023-07-12","2024-08-19","5278.81","Fiel"
61,"CLI00061","PJ - Frota Pequena","Showroom","BA","6","2023-11-11","2024-11-02","11452.00","Fiel"
3615,"CLI03615","PF - Premium","Indicação","RJ","6","2023-05-31","2024-05-22","11348.52","Fiel"
3272,"CLI03272","PF - Varejo","Indicação","MG","6","2023-03-01","2024-10-15","10546.64","Fiel"
3049,"CLI03049","PF - Premium","Indicação","RJ","6","2023-04-04","2024-04-19","7226.23","Fiel"
2279,"CLI02279","PF - Varejo","Digital","PR","6","2023-06-27","2024-10-20","2663.61","Fiel"
3119,"CLI03119","PF - Premium","Showroom","DF","6","2023-01-31","2024-07-20","12870.46","Fiel"
2237,"CLI02237","PF - Varejo","Indicação","PR","6","2023-04-15","2024-11-28","10494.47","Fiel"
2154,"CLI02154","PF - Varejo","Recall","PR","6","2023-07-14","2024-12-28","13776.49","Fiel"
3161,"CLI03161","PF - Varejo","Fidelização","CE","6","2023-02-06","2024-08-01","5805.43","Fiel"
3439,"CLI03439","PF - Premium","Showroom","BA","6","2023-11-27","2024-10-15","9334.75","Fiel"
1618,"CLI01618","PF - Varejo","CRM Ativo","SP","6","2023-02-08","2024-11-06","9171.63","Fiel"
3684,"CLI03684","PF - Premium","Showroom","SP","6","2023-04-13","2024-12-29","10678.09","Fiel"
1392,"CLI01392","PF - Premium","Digital","MG","6","2023-02-07","2024-10-11","4581.69","Fiel"
2860,"CLI02860","PF - Varejo","Recall","RJ","6","2023-02-05","2024-11-16","8021.21","Fiel"
504,"CLI00504","PF - Varejo","Indicação","SP","6","2023-01-28","2024-10-02","11117.40","Fiel"
547,"CLI00547","PJ - Frota Grande","Showroom","GO","6","2023-07-28","2024-07-18","12671.65","Fiel"
818,"CLI00818","PF - Premium","CRM Ativo","SP","6","2023-08-24","2024-11-30","5170.70","Fiel"
2834,"CLI02834","PJ - Frota Grande","Showroom","PR","6","2023-01-15","2024-12-10","3853.75","Fiel"
404,"CLI00404","PF - Varejo","CRM Ativo","PE","6","2023-08-07","2024-10-26","11136.66","Fiel"
882,"CLI00882","PF - Premium","Fidelização","SP","6","2023-02-03","2024-07-27","7211.93","Fiel"
3024,"CLI03024","PJ - Frota Pequena","Showroom","CE","6","2023-07-22","2024-12-07","5563.30","Fiel"
1225,"CLI01225","PJ - Frota Pequena","Recall","SC","6","2023-03-10","2024-08-19","9192.02","Fiel"
150,"CLI00150","PF - Varejo","Digital","MG","6","2023-08-06","2024-11-01","5131.26","Fiel"
3225,"CLI03225","PF - Varejo","Digital","PE","6","2023-01-02","2024-12-30","2658.12","Fiel"
520,"CLI00520","PF - Premium","Indicação","BA","6","2023-03-07","2024-07-29","5996.53","Fiel"
1560,"CLI01560","PJ - Frota Pequena","Indicação","ES","6","2023-02-05","2024-06-20","4572.83","Fiel"
70,"CLI00070","PF - Premium","Digital","RS","6","2023-01-10","2024-12-29","13981.16","Fiel"
1898,"CLI01898","PF - Varejo","Indicação","MG","6","2023-06-27","2024-10-02","9361.76","Fiel"
758,"CLI00758","PF - Varejo","Showroom","ES","6","2023-05-01","2024-11-29","4324.72","Fiel"
2425,"CLI02425","PF - Varejo","Showroom","BA","6","2023-04-05","2024-08-24","9094.93","Fiel"
2038,"CLI02038","PF - Varejo","Recall","RJ","6","2023-05-02","2024-08-29","12882.58","Fiel"
1372,"CLI01372","PF - Varejo","Indicação","PE","6","2023-06-19","2024-10-22","15338.39","Fiel"
3093,"CLI03093","PJ - Frota Pequena","Fidelização","RJ","6","2023-06-01","2024-12-04","6670.57","Fiel"
3476,"CLI03476","PF - Varejo","Indicação","SP","6","2023-09-16","2024-12-01","14930.79","Fiel"
1104,"CLI01104","PJ - Frota Pequena","CRM Ativo","SP","6","2023-04-25","2024-10-20","4602.75","Fiel"
3186,"CLI03186","PF - Premium","Recall","PE","6","2023-10-28","2024-12-25","7498.83","Fiel"
1078,"CLI01078","PF - Premium","Digital","SP","6","2023-02-18","2024-10-13","3698.50","Fiel"
637,"CLI00637","PJ - Frota Grande","Digital","SC","6","2023-01-14","2024-11-25","3949.51","Fiel"
3921,"CLI03921","PF - Varejo","Digital","SP","6","2023-01-07","2024-07-21","13046.19","Fiel"
3432,"CLI03432","PF - Varejo","Indicação","SP","6","2023-05-08","2024-03-28","5315.50","Fiel"
3422,"CLI03422","PJ - Frota Pequena","Digital","SP","6","2023-04-20","2024-10-14","4529.65","Fiel"
1828,"CLI01828","PF - Premium","Digital","SP","6","2023-05-12","2024-10-26","6001.76","Fiel"
3981,"CLI03981","PF - Premium","Indicação","RS","6","2023-09-06","2024-10-18","5584.52","Fiel"
3417,"CLI03417","PJ - Frota Pequena","Digital","SP","6","2023-07-10","2024-11-15","4754.71","Fiel"
1779,"CLI01779","PF - Premium","Showroom","SP","6","2023-02-28","2024-08-22","5591.27","Fiel"
1050,"CLI01050","PF - Premium","Fidelização","GO","6","2023-06-23","2024-12-18","8022.07","Fiel"
1523,"CLI01523","PF - Premium","Digital","BA","6","2023-03-12","2024-10-05","11915.75","Fiel"
97,"CLI00097","PF - Varejo","Digital","PE","6","2023-04-09","2024-09-09","9788.56","Fiel"
3998,"CLI03998","PJ - Frota Grande","Indicação","PR","6","2023-01-16","2024-12-07","6199.48","Fiel"
567,"CLI00567","PF - Varejo","Recall","RJ","6","2023-05-19","2024-11-28","3744.46","Fiel"
3289,"CLI03289","PF - Varejo","Digital","MG","6","2023-03-13","2024-11-14","7040.40","Fiel"
1336,"CLI01336","PJ - Frota Grande","Recall","RJ","6","2023-02-13","2024-05-27","3504.97","Fiel"
3526,"CLI03526","PJ - Frota Pequena","Showroom","SP","6","2023-03-04","2024-12-14","4016.54","Fiel"
409,"CLI00409","PF - Varejo","Digital","MG","6","2023-03-16","2024-11-26","7426.75","Fiel"
3660,"CLI03660","PJ - Frota Pequena","Digital","MG","6","2023-01-10","2024-12-09","8007.86","Fiel"
2345,"CLI02345","PF - Varejo","Recall","RJ","6","2023-04-08","2024-07-13","3744.32","Fiel"
3073,"CLI03073","PF - Varejo","Showroom","SP","6","2023-02-17","2024-05-01","10110.31","Fiel"
2682,"CLI02682","PF - Varejo","Digital","PR","6","2023-04-15","2024-11-09","5861.05","Fiel"
2594,"CLI02594","PF - Premium","Digital","MG","6","2023-01-20","2024-12-20","9385.62","Fiel"
393,"CLI00393","PF - Varejo","Showroom","PR","6","2023-10-25","2024-11-07","4762.17","Fiel"
469,"CLI00469","PF - Varejo","Digital","CE","6","2023-04-25","2024-05-27","6514.11","Fiel"
2782,"CLI02782","PJ - Frota Pequena","Indicação","PR","6","2023-03-15","2024-08-13","5053.96","Fiel"
270,"CLI00270","PJ - Frota Grande","Fidelização","PE","6","2023-02-19","2024-08-05","13761.88","Fiel"
2447,"CLI02447","PF - Premium","Indicação","GO","6","2023-03-18","2024-08-18","4042.97","Fiel"
3398,"CLI03398","PF - Varejo","Digital","BA","6","2023-03-05","2024-09-09","5089.40","Fiel"
2654,"CLI02654","PJ - Frota Pequena","Showroom","SP","6","2023-02-04","2024-10-04","11033.32","Fiel"
3351,"CLI03351","PJ - Frota Pequena","Digital","CE","6","2023-01-15","2024-08-09","5200.39","Fiel"
870,"CLI00870","PJ - Frota Pequena","CRM Ativo","SP","6","2023-03-04","2024-12-07","14791.63","Fiel"
711,"CLI00711","PF - Premium","Digital","CE","6","2023-02-25","2024-10-13","14059.44","Fiel"
280,"CLI00280","PF - Varejo","Showroom","PR","6","2023-04-17","2024-06-07","5204.66","Fiel"
3243,"CLI03243","PF - Varejo","Digital","PE","6","2023-08-16","2024-07-17","7922.90","Fiel"
650,"CLI00650","PJ - Frota Pequena","Digital","SC","6","2023-09-03","2024-11-02","5720.77","Fiel"
3517,"CLI03517","PF - Premium","CRM Ativo","RJ","6","2023-03-09","2024-10-29","5793.27","Fiel"
1086,"CLI01086","PF - Premium","Indicação","MG","6","2023-06-17","2024-11-03","5755.38","Fiel"
3396,"CLI03396","PF - Varejo","Digital","RS","6","2023-04-09","2024-12-29","5770.37","Fiel"
1374,"CLI01374","PJ - Frota Pequena","Indicação","RS","6","2023-01-20","2024-11-06","2393.09","Fiel"
1864,"CLI01864","PF - Varejo","Fidelização","MG","6","2023-01-31","2024-12-13","6129.95","Fiel"
621,"CLI00621","PF - Varejo","Fidelização","MG","6","2023-04-08","2024-11-04","4673.29","Fiel"
3623,"CLI03623","PF - Varejo","Digital","SP","6","2023-08-27","2024-10-19","9287.19","Fiel"
2387,"CLI02387","PJ - Frota Pequena","Digital","SP","6","2023-07-20","2024-11-24","3068.98","Fiel"
3899,"CLI03899","PJ - Frota Pequena","CRM Ativo","MG","6","2023-01-02","2023-11-06","5675.02","Fiel"
1775,"CLI01775","PF - Varejo","Digital","DF","6","2023-05-10","2024-09-28","9370.08","Fiel"
2653,"CLI02653","PF - Varejo","Digital","PE","6","2023-06-07","2024-12-05","3246.97","Fiel"
1630,"CLI01630","PJ - Frota Pequena","CRM Ativo","SP","6","2023-06-06","2024-08-07","5972.34","Fiel"
2346,"CLI02346","PF - Varejo","Indicação","MG","6","2023-01-23","2024-03-24","8361.39","Fiel"
286,"CLI00286","PJ - Frota Pequena","Fidelização","MG","6","2023-02-16","2024-07-22","4942.25","Fiel"
2603,"CLI02603","PF - Varejo","Fidelização","RJ","6","2023-03-26","2024-12-29","5129.06","Fiel"
1863,"CLI01863","PF - Premium","Digital","MG","6","2023-03-13","2023-12-24","12500.96","Fiel"
2187,"CLI02187","PF - Varejo","Digital","SP","6","2023-02-28","2024-04-30","9080.29","Fiel"
3347,"CLI03347","PJ - Frota Pequena","Indicação","SP","6","2023-06-22","2024-05-28","8191.80","Fiel"
3055,"CLI03055","PF - Varejo","Fidelização","PE","6","2023-01-13","2024-03-20","10494.27","Fiel"
1943,"CLI01943","PF - Premium","Showroom","SP","6","2023-03-14","2024-12-28","10415.99","Fiel"
2940,"CLI02940","PF - Premium","Showroom","BA","6","2023-09-06","2024-12-11","3349.98","Fiel"
1568,"CLI01568","PF - Varejo","Fidelização","SC","6","2023-03-02","2024-10-10","7917.04","Fiel"
123,"CLI00123","PJ - Frota Pequena","Indicação","SP","6","2023-10-16","2024-12-03","6339.19","Fiel"
3305,"CLI03305","PF - Varejo","Indicação","BA","6","2023-08-24","2024-12-30","5659.13","Fiel"
492,"CLI00492","PJ - Frota Pequena","Showroom","SP","6","2023-03-24","2024-11-12","1847.43","Fiel"
208,"CLI00208","PJ - Frota Pequena","Indicação","SP","6","2023-01-09","2024-12-01","4495.01","Fiel"
24,"CLI00024","PF - Varejo","Fidelização","MG","6","2023-02-24","2024-12-12","12692.80","Fiel"
3299,"CLI03299","PF - Premium","Fidelização","RJ","6","2023-03-21","2024-08-04","4616.16","Fiel"
1683,"CLI01683","PF - Varejo","Indicação","MG","6","2023-01-15","2024-11-26","8088.48","Fiel"
3231,"CLI03231","PF - Varejo","Digital","SP","6","2023-03-10","2024-11-12","7800.04","Fiel"
1096,"CLI01096","PF - Premium","CRM Ativo","SP","6","2023-01-15","2024-07-25","7969.58","Fiel"
3652,"CLI03652","PF - Varejo","Fidelização","CE","6","2023-06-06","2024-08-30","3731.43","Fiel"
125,"CLI00125","PF - Varejo","CRM Ativo","DF","6","2023-04-07","2024-12-31","5452.27","Fiel"
3985,"CLI03985","PJ - Frota Pequena","Recall","SP","6","2023-01-30","2024-11-04","5242.63","Fiel"
1426,"CLI01426","PF - Premium","Indicação","SP","6","2023-02-14","2024-03-25","4188.16","Fiel"
43,"CLI00043","PF - Premium","Digital","RJ","6","2023-01-05","2024-07-09","2951.52","Fiel"
3237,"CLI03237","PF - Varejo","Digital","PE","6","2023-03-02","2024-03-30","7408.52","Fiel"
1687,"CLI01687","PF - Varejo","Indicação","DF","6","2023-02-06","2024-12-16","4127.06","Fiel"
3619,"CLI03619","PF - Varejo","Digital","MG","6","2023-01-06","2024-03-23","8819.73","Fiel"
242,"CLI00242","PJ - Frota Pequena","Showroom","BA","6","2024-03-21","2024-11-15","13266.14","Fiel"
1232,"CLI01232","PJ - Frota Pequena","Digital","SP","6","2023-02-13","2024-03-12","11022.97","Fiel"
1543,"CLI01543","PJ - Frota Grande","Showroom","SP","6","2023-10-13","2024-08-16","3650.42","Fiel"
631,"CLI00631","PF - Varejo","Indicação","RJ","6","2023-09-11","2024-11-01","10636.20","Fiel"
107,"CLI00107","PF - Varejo","Showroom","PR","6","2023-02-25","2024-11-16","2712.71","Fiel"
1628,"CLI01628","PF - Varejo","Indicação","SP","6","2023-01-28","2024-11-14","3203.33","Fiel"
2351,"CLI02351","PJ - Frota Pequena","Digital","DF","6","2023-03-11","2024-10-08","4956.97","Fiel"
661,"CLI00661","PF - Varejo","Indicação","RS","6","2023-02-17","2024-11-16","7121.30","Fiel"
1653,"CLI01653","PF - Premium","Recall","RJ","6","2023-06-27","2024-07-22","4838.66","Fiel"
523,"CLI00523","PJ - Frota Pequena","Showroom","SP","6","2023-08-20","2024-11-02","9497.14","Fiel"
3988,"CLI03988","PF - Premium","Showroom","DF","6","2023-06-22","2024-10-20","10552.17","Fiel"
896,"CLI00896","PF - Varejo","Fidelização","RJ","6","2023-01-15","2024-10-17","9978.69","Fiel"
3292,"CLI03292","PJ - Frota Grande","Fidelização","RJ","6","2023-03-27","2024-10-15","6801.23","Fiel"
985,"CLI00985","PF - Varejo","Indicação","PR","6","2023-02-24","2024-10-20","11408.79","Fiel"
2551,"CLI02551","PF - Premium","Showroom","CE","6","2023-02-01","2024-10-02","7139.45","Fiel"
1112,"CLI01112","PJ - Frota Pequena","Fidelização","ES","6","2023-01-03","2024-12-08","13657.56","Fiel"
3483,"CLI03483","PJ - Frota Pequena","CRM Ativo","BA","6","2023-03-10","2024-12-01","15996.23","Fiel"
304,"CLI00304","PF - Varejo","CRM Ativo","SP","6","2023-05-15","2024-12-29","7303.31","Fiel"
2772,"CLI02772","PF - Premium","Recall","SP","6","2023-01-26","2024-12-13","2389.65","Fiel"
408,"CLI00408","PF - Varejo","Indicação","PE","6","2023-06-29","2024-12-30","6653.09","Fiel"
2611,"CLI02611","PF - Varejo","Digital","RJ","6","2023-03-05","2024-08-30","7371.68","Fiel"
1384,"CLI01384","PJ - Frota Pequena","Digital","RS","6","2023-04-10","2024-10-02","7461.20","Fiel"
1385,"CLI01385","PJ - Frota Grande","Digital","SP","6","2023-11-13","2024-11-29","9629.04","Fiel"
1726,"CLI01726","PF - Varejo","Digital","RS","6","2023-06-20","2024-12-10","5822.14","Fiel"
2797,"CLI02797","PF - Varejo","Indicação","BA","6","2023-05-21","2024-09-16","6449.86","Fiel"
1020,"CLI01020","PF - Varejo","Digital","SP","6","2023-02-14","2024-12-13","3018.80","Fiel"
3898,"CLI03898","PF - Varejo","Fidelização","RJ","6","2023-09-04","2024-11-18","10805.63","Fiel"
287,"CLI00287","PF - Varejo","Recall","ES","6","2023-02-01","2024-12-25","12690.59","Fiel"
290,"CLI00290","PF - Varejo","Recall","PE","6","2023-05-26","2024-12-20","9003.51","Fiel"
2091,"CLI02091","PF - Varejo","CRM Ativo","RJ","6","2023-02-09","2024-11-14","1573.15","Fiel"
869,"CLI00869","PJ - Frota Pequena","Indicação","BA","6","2023-06-30","2024-08-13","3512.38","Fiel"
332,"CLI00332","PF - Varejo","Fidelização","PR","6","2023-04-27","2024-12-21","4371.56","Fiel"
885,"CLI00885","PJ - Frota Pequena","Indicação","RJ","6","2023-02-22","2024-06-10","5866.23","Fiel"
3173,"CLI03173","PF - Premium","Indicação","SP","6","2023-10-22","2024-04-25","11102.08","Fiel"
3014,"CLI03014","PF - Premium","Indicação","CE","6","2023-01-27","2024-11-15","5729.16","Fiel"
819,"CLI00819","PF - Varejo","Digital","GO","6","2023-01-04","2023-11-23","23657.73","Fiel"
1891,"CLI01891","PF - Premium","Digital","BA","6","2023-09-15","2024-04-28","9718.93","Fiel"
299,"CLI00299","PF - Premium","Showroom","SP","6","2023-04-29","2024-11-20","9924.42","Fiel"
169,"CLI00169","PF - Premium","Indicação","MG","6","2023-03-01","2024-09-12","12043.44","Fiel"
910,"CLI00910","PF - Premium","Indicação","SP","6","2023-02-07","2024-11-16","9067.88","Fiel"
2077,"CLI02077","PF - Varejo","Showroom","PR","6","2023-01-08","2024-09-23","7799.75","Fiel"
227,"CLI00227","PF - Varejo","Indicação","GO","6","2023-08-22","2024-10-12","5947.04","Fiel"
2590,"CLI02590","PJ - Frota Pequena","Digital","DF","6","2023-01-04","2024-07-03","1365.38","Fiel"
2980,"CLI02980","PF - Varejo","Indicação","DF","6","2023-02-01","2024-07-20","10396.39","Fiel"
3915,"CLI03915","PF - Varejo","Indicação","CE","6","2023-10-17","2024-11-12","10627.01","Fiel"
3188,"CLI03188","PF - Varejo","Digital","RJ","6","2023-10-21","2024-10-28","5361.21","Fiel"
3752,"CLI03752","PF - Varejo","Recall","PE","6","2023-03-19","2024-07-08","5667.41","Fiel"
561,"CLI00561","PF - Premium","Recall","BA","6","2023-06-10","2024-11-05","5866.84","Fiel"
2627,"CLI02627","PF - Varejo","Showroom","CE","6","2023-03-20","2024-08-21","17765.18","Fiel"
721,"CLI00721","PF - Varejo","CRM Ativo","SP","6","2023-02-18","2024-10-11","2191.38","Fiel"
3358,"CLI03358","PF - Varejo","Digital","GO","6","2023-01-01","2024-12-27","3912.92","Fiel"
2223,"CLI02223","PF - Varejo","Indicação","MG","6","2023-07-26","2024-11-17","8825.74","Fiel"
105,"CLI00105","PJ - Frota Grande","Digital","RJ","6","2023-09-22","2024-07-26","4728.02","Fiel"
1222,"CLI01222","PF - Premium","Fidelização","PR","6","2023-02-04","2024-07-15","16706.23","Fiel"
3090,"CLI03090","PF - Premium","Digital","MG","6","2023-01-12","2024-09-29","7721.82","Fiel"
3647,"CLI03647","PJ - Frota Pequena","Digital","DF","6","2023-01-19","2024-10-30","19248.46","Fiel"
2489,"CLI02489","PJ - Frota Pequena","CRM Ativo","RS","6","2023-03-31","2024-12-23","9623.35","Fiel"
2903,"CLI02903","PJ - Frota Pequena","Digital","RJ","6","2023-03-18","2024-06-29","13681.16","Fiel"
3721,"CLI03721","PJ - Frota Pequena","Digital","MG","6","2023-10-10","2024-10-13","4740.02","Fiel"
1404,"CLI01404","PJ - Frota Pequena","Indicação","SP","6","2023-08-25","2024-12-23","4782.00","Fiel"
3706,"CLI03706","PJ - Frota Pequena","Digital","ES","6","2023-03-01","2024-11-23","6976.81","Fiel"
3195,"CLI03195","PF - Varejo","Showroom","SP","6","2023-02-15","2024-09-22","9438.98","Fiel"
1545,"CLI01545","PF - Varejo","CRM Ativo","RS","6","2023-08-24","2024-04-27","3296.78","Fiel"
601,"CLI00601","PJ - Frota Grande","Indicação","PE","6","2023-03-21","2024-12-20","6204.95","Fiel"
720,"CLI00720","PJ - Frota Pequena","Indicação","RJ","6","2023-07-18","2024-11-24","5018.78","Fiel"
1000,"CLI01000","PF - Varejo","Showroom","GO","6","2023-06-18","2024-11-06","9938.46","Fiel"
2139,"CLI02139","PF - Varejo","Digital","SP","6","2023-07-12","2024-09-16","3499.48","Fiel"
3942,"CLI03942","PJ - Frota Grande","Showroom","MG","6","2023-03-01","2024-12-10","2835.33","Fiel"
1244,"CLI01244","PF - Varejo","Fidelização","PR","6","2023-02-15","2024-10-24","12675.16","Fiel"
3754,"CLI03754","PF - Varejo","Fidelização","RJ","6","2023-05-15","2024-05-31","10213.69","Fiel"
1760,"CLI01760","PF - Premium","Showroom","CE","6","2023-04-04","2024-11-30","5308.99","Fiel"
460,"CLI00460","PF - Premium","Indicação","PR","6","2023-06-16","2024-12-21","9455.10","Fiel"
893,"CLI00893","PF - Premium","Digital","RS","6","2023-05-18","2024-12-13","6543.65","Fiel"
3962,"CLI03962","PF - Varejo","Digital","SP","6","2023-02-19","2024-11-14","5745.36","Fiel"
2697,"CLI02697","PF - Premium","Recall","CE","6","2023-04-14","2024-09-15","3909.13","Fiel"
449,"CLI00449","PJ - Frota Pequena","Recall","RJ","6","2023-01-28","2024-08-04","13183.21","Fiel"
2468,"CLI02468","PJ - Frota Pequena","Showroom","SP","6","2023-02-11","2024-09-12","2767.38","Fiel"
1587,"CLI01587","PJ - Frota Pequena","Showroom","RJ","6","2023-10-10","2024-11-20","4874.62","Fiel"
2285,"CLI02285","PF - Premium","Showroom","RJ","6","2023-07-22","2024-10-07","4453.81","Fiel"
2922,"CLI02922","PF - Premium","Fidelização","SP","6","2023-04-24","2024-11-11","16107.47","Fiel"
1691,"CLI01691","PJ - Frota Pequena","CRM Ativo","GO","6","2023-12-29","2024-11-13","16661.08","Fiel"
390,"CLI00390","PF - Varejo","Recall","MG","6","2023-04-09","2024-12-20","6477.73","Fiel"
189,"CLI00189","PJ - Frota Pequena","Showroom","RS","6","2023-02-26","2024-09-02","6852.54","Fiel"
2025,"CLI02025","PF - Premium","Indicação","RS","6","2023-02-21","2024-11-03","16133.60","Fiel"
120,"CLI00120","PF - Premium","Digital","GO","6","2023-02-14","2024-12-24","1980.28","Fiel"
578,"CLI00578","PF - Premium","Indicação","RJ","6","2023-01-10","2024-10-13","9079.23","Fiel"
1749,"CLI01749","PF - Varejo","Digital","BA","6","2023-03-18","2024-08-15","6068.17","Fiel"
2400,"CLI02400","PF - Varejo","Digital","BA","6","2023-02-11","2024-09-08","10279.00","Fiel"
315,"CLI00315","PJ - Frota Pequena","Recall","SP","6","2023-07-03","2024-07-10","11847.04","Fiel"
1162,"CLI01162","PF - Premium","Digital","DF","6","2023-04-29","2024-10-13","5937.90","Fiel"
3639,"CLI03639","PF - Premium","Indicação","SP","6","2023-02-16","2024-04-01","10225.08","Fiel"
3749,"CLI03749","PJ - Frota Pequena","Indicação","RS","6","2023-02-19","2024-12-09","15241.04","Fiel"
2533,"CLI02533","PF - Varejo","Showroom","RJ","6","2023-05-29","2024-02-03","6418.09","Fiel"
1216,"CLI01216","PJ - Frota Pequena","Digital","RS","6","2023-03-11","2024-05-14","4463.25","Fiel"
1324,"CLI01324","PJ - Frota Grande","Indicação","PR","6","2023-04-06","2024-11-26","12671.82","Fiel"
3828,"CLI03828","PF - Premium","Digital","GO","6","2023-09-11","2024-05-29","4553.97","Fiel"
18,"CLI00018","PF - Premium","Showroom","MG","6","2023-08-30","2024-12-03","4819.81","Fiel"
3355,"CLI03355","PJ - Frota Pequena","Fidelização","CE","6","2023-04-24","2024-06-19","17537.33","Fiel"
2127,"CLI02127","PF - Premium","Fidelização","SP","6","2023-04-23","2024-10-04","5052.41","Fiel"
143,"CLI00143","PF - Varejo","Fidelização","MG","6","2023-09-06","2024-11-28","5846.79","Fiel"
2752,"CLI02752","PF - Varejo","Digital","SP","6","2023-03-01","2024-09-01","9662.82","Fiel"
850,"CLI00850","PF - Premium","Showroom","SP","6","2023-03-26","2024-12-31","4373.33","Fiel"
1708,"CLI01708","PJ - Frota Pequena","Indicação","RJ","6","2023-03-03","2024-10-30","9038.21","Fiel"
3884,"CLI03884","PJ - Frota Pequena","CRM Ativo","SC","6","2023-08-07","2024-12-31","5970.69","Fiel"
3570,"CLI03570","PF - Premium","Indicação","SP","6","2023-05-02","2024-12-09","8809.52","Fiel"
1259,"CLI01259","PF - Varejo","Recall","RJ","6","2023-02-10","2024-11-07","4147.95","Fiel"
320,"CLI00320","PJ - Frota Grande","Indicação","PR","6","2023-02-02","2024-02-12","8381.09","Fiel"
115,"CLI00115","PF - Premium","Digital","RS","6","2023-07-11","2024-10-25","11256.97","Fiel"
2401,"CLI02401","PF - Varejo","Recall","DF","6","2023-03-28","2024-04-11","9203.12","Fiel"
1285,"CLI01285","PF - Varejo","Digital","MG","6","2023-02-01","2024-11-15","2405.24","Fiel"
3041,"CLI03041","PJ - Frota Pequena","Showroom","PR","6","2023-05-24","2024-09-30","4377.42","Fiel"
3379,"CLI03379","PJ - Frota Pequena","Fidelização","RJ","6","2023-02-21","2024-12-15","6208.66","Fiel"
1203,"CLI01203","PF - Varejo","Digital","SP","6","2023-05-25","2024-10-26","9882.47","Fiel"
921,"CLI00921","PJ - Frota Pequena","Showroom","SP","6","2023-07-29","2024-11-25","13478.27","Fiel"
3910,"CLI03910","PF - Varejo","Digital","RJ","6","2023-03-12","2024-11-15","12746.15","Fiel"
3178,"CLI03178","PF - Varejo","Digital","MG","6","2023-02-05","2024-08-21","13475.17","Fiel"
2151,"CLI02151","PF - Premium","Digital","DF","6","2023-06-14","2024-11-19","7282.34","Fiel"
2780,"CLI02780","PJ - Frota Grande","Indicação","CE","6","2023-01-22","2024-12-30","10471.30","Fiel"
3007,"CLI03007","PF - Varejo","Digital","RJ","6","2023-07-25","2024-05-02","4748.67","Fiel"
978,"CLI00978","PF - Varejo","Digital","PR","6","2023-08-27","2024-07-07","4447.74","Fiel"
3380,"CLI03380","PJ - Frota Pequena","Indicação","SC","6","2023-03-17","2024-10-13","5751.42","Fiel"
793,"CLI00793","PF - Varejo","Digital","MG","6","2023-03-10","2024-07-03","5784.59","Fiel"
3916,"CLI03916","PJ - Frota Pequena","CRM Ativo","SP","6","2023-07-17","2024-08-16","10886.30","Fiel"
194,"CLI00194","PF - Premium","Showroom","PE","6","2023-04-07","2024-10-22","5623.34","Fiel"
1620,"CLI01620","PF - Varejo","Digital","SP","6","2023-05-01","2024-11-11","9643.99","Fiel"
3727,"CLI03727","PF - Varejo","Indicação","MG","6","2023-10-22","2024-11-14","5202.42","Fiel"
1632,"CLI01632","PF - Varejo","Digital","MG","6","2023-03-14","2024-11-12","8403.94","Fiel"
933,"CLI00933","PF - Premium","Digital","SP","6","2023-01-12","2024-12-06","3598.42","Fiel"
293,"CLI00293","PF - Premium","Indicação","DF","6","2023-01-10","2024-03-08","6471.00","Fiel"
3739,"CLI03739","PF - Varejo","Showroom","BA","6","2023-08-04","2024-10-04","8742.42","Fiel"
1910,"CLI01910","PF - Premium","Showroom","MG","6","2023-02-23","2024-12-30","16282.00","Fiel"
3625,"CLI03625","PJ - Frota Grande","Fidelização","SP","6","2023-06-02","2024-10-21","7397.12","Fiel"
3634,"CLI03634","PF - Premium","Showroom","SP","6","2023-09-06","2024-06-21","4748.52","Fiel"
